id,author
866,Ovionicus
867,Ovionicus
868,Marcus
869,Ovionicus
870,Marcus
871,Ovionicus
872,Ovionicus
873,Marcus
874,Philippus
875,Philippus
876,Marcus
877,Marcus
878,Ovionicus
879,Marcus
880,Marcus
881,Clarius
882,Ubuntius
883,Paithonius
884,Philippus
885,Marcus
886,Ubuntius
887,Ovionicus
888,Marcus
889,Marcus
890,Clarius
891,Marcus
892,Marcus
893,Marcus
894,Philippus
895,Philippus
896,Clarius
897,Marcus
898,Marcus
899,Clarius
900,Philippus
901,Clarius
902,Philippus
903,Philippus
904,Marcus
905,Marcus
906,Ovionicus
907,Ovionicus
908,Philippus
909,Marcus
910,Marcus
911,Marcus
912,Ovionicus
913,Ovionicus
914,Philippus
915,Marcus
916,Marcus
917,Marcus
918,Blanquius
919,Clarius
920,Philippus
921,Marcus
922,Philippus
923,Blanquius
924,Paithonius
925,Ovionicus
926,Blanquius
927,Philippus
928,Clarius
929,FerrumEffractarius
930,Clarius
931,Blanquius
932,Marcus
933,Philippus
934,Marcus
935,Clarius
936,Marcus
937,Marcus
938,Marcus
939,Marcus
940,Blanquius
941,Philippus
942,Ovionicus
943,FerrumEffractarius
944,Marcus
945,Marcus
946,Marcus
947,Clarius
948,Marcus
949,Ubuntius
950,Ovionicus
951,Philippus
952,Marcus
953,Philippus
954,Ubuntius
955,Philippus
956,Marcus
957,Ubuntius
958,Marcus
959,Marcus
960,Blanquius
961,Marcus
962,Ovionicus
963,Philippus
964,Blanquius
965,Marcus
966,Philippus
967,Ovionicus
968,Philippus
969,FerrumEffractarius
970,Ovionicus
971,Marcus
972,Marcus
973,Marcus
974,Marcus
975,Paithonius
976,Ovionicus
977,Marcus
978,Philippus
979,Paithonius
980,Marcus
981,Blanquius
982,Ovionicus
983,Ubuntius
984,Ovionicus
985,Ovionicus
986,Blanquius
987,Marcus
988,Blanquius
989,Philippus
990,Marcus
991,Marcus
992,Marcus
993,Paithonius
994,Paithonius
995,Marcus
996,Clarius
997,Marcus
998,Philippus
999,Marcus
1000,Marcus
1001,Ovionicus
1002,Marcus
1003,Philippus
1004,Philippus
1005,Marcus
1006,Philippus
1007,Marcus
1008,Marcus
1009,Philippus
1010,Ovionicus
1011,Marcus
1012,Marcus
1013,Ovionicus
1014,Marcus
1015,Marcus
1016,Ovionicus
1017,Marcus
1018,Philippus
1019,Blanquius
1020,Marcus
1021,Blanquius
1022,Philippus
1023,Philippus
1024,Marcus
1025,Marcus
1026,Marcus
1027,Marcus
1028,Blanquius
1029,Marcus
1030,Marcus
1031,Marcus
1032,Blanquius
1033,FerrumEffractarius
1034,Marcus
1035,Marcus
1036,Paithonius
1037,Marcus
1038,Marcus
1039,Blanquius
1040,Ovionicus
1041,Marcus
1042,Philippus
1043,Marcus
1044,Clarius
1045,Marcus
1046,Marcus
1047,Paithonius
1048,Ovionicus
1049,Ovionicus
1050,Marcus
1051,FerrumEffractarius
1052,Clarius
1053,Ovionicus
1054,Blanquius
1055,Ovionicus
1056,Ovionicus
1057,Marcus
1058,Marcus
1059,Marcus
1060,Marcus
1061,Philippus
1062,Marcus
1063,Ovionicus
1064,Marcus
1065,Clarius
1066,Marcus
1067,Blanquius
1068,Marcus
1069,Philippus
1070,Marcus
1071,Philippus
1072,Marcus
1073,Ovionicus
1074,Marcus
1075,Blanquius
1076,Ovionicus
1077,Clarius
1078,Philippus
1079,Marcus
1080,Philippus
1081,Marcus
1082,Ovionicus
1083,Philippus
1084,Blanquius
1085,Clarius
1086,Marcus
1087,Marcus
1088,Marcus
1089,Marcus
1090,Marcus
1091,Marcus
1092,Philippus
1093,Marcus
1094,Marcus
1095,Philippus
1096,Clarius
1097,FerrumEffractarius
1098,Marcus
1099,Blanquius
1100,Marcus
1101,Marcus
1102,Ovionicus
1103,Marcus
1104,Blanquius
1105,Blanquius
1106,Ovionicus
1107,FerrumEffractarius
1108,Paithonius
1109,Marcus
1110,Marcus
1111,Philippus
1112,Paithonius
1113,Marcus
1114,Marcus
1115,Marcus
1116,Marcus
1117,Clarius
1118,Marcus
1119,Philippus
1120,Blanquius
1121,Marcus
1122,Ovionicus
1123,Marcus
1124,Marcus
1125,Marcus
1126,Ovionicus
1127,Marcus
1128,Marcus
1129,Philippus
1130,Marcus
1131,Ovionicus
1132,Paithonius
1133,Marcus
1134,Marcus
1135,Marcus
1136,Ovionicus
1137,Clarius
1138,Philippus
1139,Clarius
1140,Philippus
1141,Marcus
1142,Philippus
1143,Clarius
1144,Marcus
1145,Marcus
1146,Marcus
1147,Marcus
1148,Philippus
1149,Marcus
1150,Paithonius
1151,FerrumEffractarius
1152,Ovionicus
1153,FerrumEffractarius
1154,Clarius
1155,Marcus
1156,Philippus
1157,Marcus
1158,Philippus
1159,Ovionicus
1160,Paithonius
1161,Blanquius
1162,Marcus
1163,Marcus
1164,Ovionicus
1165,Ovionicus
1166,Ovionicus
1167,Marcus
1168,FerrumEffractarius
1169,FerrumEffractarius
1170,Philippus
1171,Ovionicus
1172,Ubuntius
1173,Ubuntius
1174,Blanquius
1175,Blanquius
1176,Marcus
1177,Philippus
1178,Clarius
1179,Clarius
1180,Ovionicus
1181,Marcus
1182,Marcus
1183,Marcus
1184,Paithonius
1185,Philippus
1186,Philippus
1187,Philippus
1188,Marcus
1189,Philippus
1190,Blanquius
1191,Marcus
1192,Ubuntius
1193,Marcus
1194,Philippus
1195,Blanquius
1196,Marcus
1197,Marcus
1198,Marcus
1199,Marcus
1200,Paithonius
1201,Ovionicus
1202,Philippus
1203,Clarius
1204,Clarius
1205,Blanquius
1206,Marcus
1207,Marcus
1208,FerrumEffractarius
1209,Marcus
1210,Blanquius
1211,Marcus
1212,Ubuntius
1213,Marcus
1214,Philippus
1215,Marcus
1216,Blanquius
1217,Philippus
1218,Ovionicus
1219,Philippus
1220,Ovionicus
1221,Marcus
1222,Ovionicus
1223,Marcus
1224,Marcus
1225,Marcus
1226,Ubuntius
1227,Philippus
1228,Paithonius
1229,Marcus
1230,Marcus
1231,Ovionicus
1232,Marcus
1233,Blanquius
1234,Blanquius
1235,Blanquius
1236,Marcus
1237,Marcus
1238,Blanquius
1239,Philippus
1240,Marcus
1241,Ovionicus
1242,Marcus
1243,Philippus
1244,Paithonius
1245,Blanquius
1246,Ovionicus
1247,Marcus
1248,Marcus
1249,FerrumEffractarius
1250,Marcus
1251,Marcus
1252,Marcus
1253,Marcus
1254,Marcus
1255,Marcus
1256,Ovionicus
1257,Philippus
1258,Philippus
1259,Marcus
1260,FerrumEffractarius
1261,Blanquius
1262,Marcus
1263,Philippus
1264,Marcus
1265,Marcus
1266,Marcus
1267,Ovionicus
1268,Clarius
1269,Ovionicus
1270,Paithonius
1271,Marcus
1272,Blanquius
1273,Blanquius
1274,Paithonius
1275,Marcus
1276,FerrumEffractarius
1277,FerrumEffractarius
1278,Ovionicus
1279,Marcus
1280,Marcus
1281,Marcus
1282,Philippus
1283,Paithonius
1284,Ubuntius
1285,Clarius
1286,Marcus
1287,Clarius
1288,Philippus
1289,Blanquius
1290,Philippus
1291,Blanquius
1292,Marcus
1293,Marcus
1294,Marcus
1295,Philippus
1296,Marcus
1297,Marcus
1298,Ovionicus
1299,Ovionicus
1300,Clarius
1301,Philippus
1302,Ovionicus
1303,Marcus
1304,Ovionicus
1305,Marcus
1306,Marcus
1307,Marcus
1308,Paithonius
1309,Marcus
1310,Ovionicus
1311,Philippus
1312,Ovionicus
1313,Ovionicus
1314,Marcus
1315,Marcus
1316,Blanquius
1317,Ovionicus
1318,Marcus
1319,Marcus
1320,Marcus
1321,Paithonius
1322,Ovionicus
1323,Blanquius
1324,Philippus
1325,Marcus
1326,Marcus
1327,Blanquius
1328,Marcus
1329,Blanquius
1330,Marcus
1331,Marcus
1332,Marcus
1333,Marcus
1334,Blanquius
1335,Marcus
1336,Blanquius
1337,Philippus
1338,Marcus
1339,Marcus
1340,Marcus
1341,Philippus
1342,Ubuntius
1343,Marcus
1344,Marcus
1345,Philippus
1346,Marcus
1347,Marcus
1348,Ovionicus
1349,Marcus
1350,Blanquius
1351,Marcus
1352,Ovionicus
1353,Marcus
1354,Marcus
1355,Marcus
1356,Marcus
1357,Marcus
1358,Philippus
1359,Marcus
1360,Marcus
1361,Ovionicus
1362,Marcus
1363,Marcus
1364,Philippus
1365,Paithonius
1366,Philippus
1367,Ubuntius
1368,Marcus
1369,Marcus
1370,Marcus
1371,Marcus
1372,Blanquius
1373,Marcus
1374,Ovionicus
1375,Marcus
1376,Marcus
1377,Marcus
1378,Blanquius
1379,Blanquius
1380,Blanquius
1381,Marcus
1382,Philippus
1383,Marcus
1384,Philippus
1385,Philippus
1386,Marcus
1387,Marcus
1388,Ovionicus
1389,Philippus
1390,Marcus
1391,Ovionicus
1392,Marcus
1393,Paithonius
1394,Marcus
1395,Marcus
1396,Blanquius
1397,Marcus
1398,Philippus
1399,Ovionicus
1400,Marcus
1401,FerrumEffractarius
1402,Marcus
1403,Clarius
1404,Marcus
1405,Philippus
1406,Ovionicus
1407,Marcus
1408,Clarius
1409,Marcus
1410,Philippus
1411,Marcus
1412,Clarius
1413,Philippus
1414,Marcus
1415,Marcus
1416,Marcus
1417,Clarius
1418,Marcus
1419,Philippus
1420,Marcus
1421,Marcus
1422,Marcus
1423,Marcus
1424,Ubuntius
1425,Philippus
1426,Ovionicus
1427,Ovionicus
1428,Blanquius
1429,Philippus
1430,Clarius
1431,Marcus
1432,Blanquius
1433,Marcus
1434,Philippus
1435,Marcus
1436,Blanquius
1437,Marcus
1438,Blanquius
1439,Ovionicus
1440,Marcus
1441,Philippus
1442,Marcus
1443,Marcus
1444,Marcus
1445,Philippus
1446,Ovionicus
1447,Marcus
1448,Philippus
1449,Ovionicus
1450,Marcus
1451,Marcus
1452,Marcus
1453,Marcus
1454,Paithonius
1455,Philippus
1456,Marcus
1457,Marcus
1458,Marcus
1459,Marcus
1460,Marcus
1461,Blanquius
1462,Marcus
1463,Marcus
1464,Philippus
1465,Ovionicus
1466,Marcus
1467,Philippus
1468,FerrumEffractarius
1469,Philippus
1470,Ovionicus
1471,Ovionicus
1472,Marcus
1473,FerrumEffractarius
1474,Paithonius
1475,Philippus
1476,Philippus
1477,Clarius
1478,Philippus
1479,Marcus
1480,Marcus
1481,Philippus
1482,Marcus
1483,Marcus
1484,Marcus
1485,Marcus
1486,Marcus
1487,Philippus
1488,Philippus
1489,Ovionicus
1490,Marcus
1491,Marcus
1492,Philippus
1493,Marcus
1494,Philippus
1495,Philippus
1496,Marcus
1497,Philippus
1498,Ovionicus
1499,Marcus
1500,FerrumEffractarius
1501,Marcus
1502,Philippus
1503,Marcus
1504,Marcus
1505,Ubuntius
1506,Clarius
1507,Ubuntius
1508,Clarius
1509,Philippus
1510,Philippus
1511,Ubuntius
1512,Marcus
1513,Clarius
1514,Marcus
1515,Marcus
1516,Philippus
1517,Philippus
1518,Philippus
1519,Marcus
1520,Marcus
1521,Marcus
1522,Marcus
1523,Marcus
1524,FerrumEffractarius
1525,Blanquius
1526,Philippus
1527,Marcus
1528,Philippus
1529,Philippus
1530,Philippus
1531,Paithonius
1532,Ovionicus
1533,Philippus
1534,Blanquius
1535,Blanquius
1536,Philippus
1537,Philippus
1538,Marcus
1539,Marcus
1540,Philippus
1541,Philippus
1542,Philippus
1543,Philippus
1544,Ubuntius
1545,Marcus
1546,Marcus
1547,Philippus
1548,Marcus
1549,Philippus
1550,Philippus
1551,FerrumEffractarius
1552,Philippus
1553,Philippus
1554,Ovionicus
1555,Philippus
1556,Philippus
1557,Philippus
1558,Philippus
1559,Philippus
1560,Ovionicus
1561,Ovionicus
1562,Philippus
1563,Philippus
1564,Philippus
1565,Ubuntius
1566,Philippus
1567,Philippus
1568,Philippus
1569,Marcus
1570,Clarius
1571,Philippus
1572,FerrumEffractarius
1573,Blanquius
1574,Philippus
1575,Blanquius
1576,Ovionicus
1577,Marcus
1578,Philippus
1579,Philippus
1580,FerrumEffractarius
1581,Philippus
1582,Ubuntius
1583,Ubuntius
1584,Blanquius
1585,Philippus
1586,Philippus
1587,Ovionicus
1588,Blanquius
1589,Philippus
1590,Philippus
1591,FerrumEffractarius
1592,Ovionicus
1593,Paithonius
1594,Philippus
1595,Blanquius
1596,Clarius
1597,Ovionicus
1598,Ovionicus
1599,Philippus
1600,Philippus
1601,Ubuntius
1602,Philippus
1603,Blanquius
1604,Philippus
1605,Philippus
1606,Philippus
1607,Philippus
1608,Philippus
1609,Clarius
1610,Philippus
1611,Paithonius
1612,Philippus
1613,FerrumEffractarius
1614,Philippus
1615,Philippus
1616,Philippus
1617,Philippus
1618,Ovionicus
1619,Paithonius
1620,Ubuntius
1621,Philippus
1622,Philippus
1623,Ubuntius
1624,Philippus
1625,Clarius
1626,Philippus
1627,Philippus
1628,Philippus
1629,Ovionicus
1630,Philippus
1631,Paithonius
1632,Philippus
1633,Paithonius
1634,Philippus
1635,Philippus
1636,Blanquius
1637,Blanquius
1638,Philippus
1639,Philippus
1640,Philippus
1641,Ovionicus
1642,Blanquius
1643,Blanquius
1644,Ovionicus
1645,Philippus
1646,Paithonius
1647,Philippus
1648,Philippus
1649,Philippus
1650,Philippus
1651,Philippus
1652,Philippus
1653,Philippus
1654,Philippus
1655,Ubuntius
1656,Philippus
1657,Ovionicus
1658,Philippus
1659,Philippus
1660,Philippus
1661,Paithonius
1662,Clarius
1663,Philippus
1664,Philippus
1665,Philippus
1666,Philippus
1667,Paithonius
1668,Philippus
1669,Philippus
1670,Philippus
1671,Philippus
1672,Paithonius
1673,Philippus
1674,Ubuntius
1675,Philippus
1676,Ovionicus
1677,Philippus
1678,Philippus
1679,Paithonius
1680,Blanquius
1681,Blanquius
1682,Philippus
1683,Paithonius
1684,Philippus
1685,Blanquius
1686,Marcus
1687,Philippus
1688,Philippus
1689,Philippus
1690,Philippus
1691,Philippus
1692,Philippus
1693,Paithonius
1694,Philippus
1695,Philippus
1696,Ovionicus
1697,Philippus
1698,Philippus
1699,Philippus
1700,Philippus
1701,Ubuntius
1702,Philippus
1703,Ubuntius
1704,Philippus
1705,FerrumEffractarius
1706,Philippus
1707,Blanquius
1708,Philippus
1709,Paithonius
1710,Philippus
1711,Ubuntius
1712,Philippus
1713,Paithonius
1714,Clarius
1715,Philippus
1716,Ubuntius
1717,Ubuntius
1718,Ovionicus
1719,Clarius
1720,Philippus
1721,Ovionicus
1722,Clarius
1723,Blanquius
1724,Philippus
1725,Philippus
1726,Blanquius
1727,Blanquius
1728,Philippus
1729,Paithonius
1730,Clarius
1731,Clarius
1732,Marcus
1733,Blanquius
1734,Ovionicus
1735,Philippus
1736,Philippus
1737,Blanquius
1738,Philippus
1739,Philippus
1740,Philippus
1741,Ovionicus
1742,Philippus
1743,Philippus
1744,Clarius
